,HC.SHF,I.DCE,J.DCE,JM.DCE,RB.SHF,SF.ZCE,SM.ZCE,SS.SHF
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,-11.236643845016998,-11.461075072679247,-23.915529836936575,48.609165396019584,-11.010861483286927,58.985819988841584,19.385265148778483,0.0
20180104,-13.793452530696573,-13.68470646586709,-19.528267127701753,55.79459555984488,-13.518442171612858,71.75067730204684,21.073483394368104,0.0
20180105,-15.534841615832814,-14.898069107635802,-17.06269043990363,45.2857219533616,-15.516468375467555,70.89849944465008,23.114425512371295,0.0
20180108,-17.194694521864143,-14.892783970027066,-16.52267323348469,39.69471025872295,-17.35083117931663,66.68570771928626,23.55163844933099,0.0
20180109,-18.85375484784152,-15.39396280447894,-16.27141293334204,35.755896141679095,-19.132859800097133,61.79813802539221,23.696502744483997,0.0
20180110,-20.44228656829821,-15.883264678730246,-15.744487082653835,31.564760433789388,-7.619082477729951,59.55206831261825,24.384536764762565,0.0
20180111,-21.9875905800596,-16.451311699901172,-8.244727443373616,28.910275320574765,0.6897592053372391,58.51028501670273,25.02255111031946,0.0
20180112,-23.067463079797715,-16.507822273835302,-2.7239572124430116,26.391450742841187,6.480480571349962,58.21415566741902,24.182102949093007,0.0
20180115,-24.207255458954368,-16.593288008717195,1.4294949173498288,24.550861327174754,11.075767153537607,58.58407301136861,14.00304356095397,0.0
20180116,-25.349841957190456,-9.483663803448167,4.6651374906455585,22.579295929349815,14.829443855094711,51.56635563410269,16.06214324666938,0.0
20180117,-26.419205006004507,-3.8588587727643873,7.318613291961061,21.19446332759154,17.753756941144733,46.40800554331126,17.88140909711874,0.0
20180118,-27.460231243282248,0.6183999263304627,9.528942983428616,20.24899333097884,20.1495854300677,41.540588701313794,18.945581864867627,0.0
20180119,-27.920335553070498,4.215760888606717,11.349374232846356,19.589166076421584,21.737449993229415,37.88759459248495,19.729115480307133,0.0
20180122,-28.37215486751937,7.175133667598197,12.91838393874369,19.140976493036334,23.192371797868734,34.83332776700258,20.215282547420664,0.0
20180123,-28.935199485872335,9.081173275410938,14.296556466222064,18.8423323976735,24.47738140554308,32.454680375731925,20.750792839058814,0.0
20180124,-29.437966625065602,10.713375211402392,15.519771988453495,18.703692320012284,25.656055768989827,30.665127646769232,21.276527939570425,0.0
20180125,-29.92083746698168,12.046422601345208,16.160854627560816,18.4877136530722,26.73206694021834,29.35689587062956,21.82754915738741,0.0
20180126,-18.2182101316481,13.090482966252077,16.708654710331462,18.344700375378107,27.657648599235774,27.957069965685776,22.056597171724825,0.0
20180129,-21.07603852891924,14.007037057672763,17.235212583848572,18.282287625448333,28.55982757608528,26.880399363505646,22.233592147804146,0.0
20180130,-24.324486108723267,14.942740242591455,17.737628354423265,18.352120685107714,30.06672841928373,26.034161775511095,22.328513208461253,0.0
20180131,-11.629427931490167,8.67387827621334,18.142424569776736,18.46463500671541,32.353543491518856,25.322866452644337,22.747623477713724,0.0
20180201,-1.6213690497448936,10.687319858495247,19.360234397794304,18.62766474500457,34.18939020375869,24.744609088555066,23.084130588904504,0.0
20180202,6.260769326552021,12.231074755584974,20.03280627896669,18.355748917710212,35.76628609931717,24.34358747349371,23.503017850089886,0.0
20180205,12.681852488517086,13.648416249408724,19.915932337815264,18.049174052669166,21.3245423627734,23.884073461200938,23.590663811013695,0.0
20180206,2.938200585805006,14.84498339615309,19.853666377119005,17.791342129254897,9.795620916964763,23.43068450840193,23.651222301548735,0.0
20180207,-5.036403965495778,15.740780288181677,19.98299779262802,17.672804142063608,0.25109525789295745,23.057077860232383,23.705191964193283,0.0
