,A.DCE,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AP.ZCE,AU.SHF,B.DCE,BU.SHF,BZ.DCE,C.DCE,CF.ZCE,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JD.DCE,JM.DCE,L.DCE,LH.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SF.ZCE,SH.ZCE,SM.ZCE,SN.SHF,SP.SHF,SR.ZCE,SS.SHF,TA.ZCE,UR.ZCE,V.DCE,Y.DCE,ZN.SHF
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,0.0,0.0,0.0,-12.216733488492933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.952574384673964,0.0,0.0,0.0,0.0,3.078524468941264,-3.1400123149104284,6.552182734113592,0.0,13.317544557828144,0.0,0.0,0.0,0.0,0.0,-1.978117784381904,0.0,0.0,0.2602820439019912,0.0,0.0,0.0,0.0,0.0,3.01666645022782,0.0,0.0,0.0,0.0,16.160456152282617,0.0,5.311017588574161,-2.1929245468286793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.538754986383626
20180104,0.0,0.0,0.0,-14.60567751206377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.003166666074256,0.0,0.0,0.0,0.0,3.7790181581451527,-3.7492247940325134,5.350196109963137,0.0,15.28615038749626,0.0,0.0,0.0,0.0,0.0,-2.266791968784828,0.0,0.0,-0.2847438851847067,0.0,0.0,0.0,0.0,0.0,3.703673052317402,0.0,0.0,0.0,0.0,19.657668142201906,0.0,5.773541919650604,-2.8047491007082286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.469876350681228
20180105,0.0,0.0,0.0,-14.50845239435309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.705022228130982,0.0,0.0,0.0,0.0,4.256109804234524,-4.081652041340941,4.674697422977194,0.0,12.407014500946248,0.0,0.0,0.0,0.0,0.0,-2.384233599698201,0.0,0.0,0.3678877163992524,0.0,0.0,0.0,0.0,0.0,4.251076052981183,0.0,0.0,0.0,0.0,19.42419537025415,0.0,6.332702674109504,-2.8434863521241187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.587736926651309
20180108,0.0,0.0,0.0,-14.185121382842164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.05714265577781,0.0,0.0,0.0,0.0,4.71086282983004,-4.080204062240187,4.526747892268587,0.0,10.875234501020847,0.0,0.0,0.0,0.0,0.0,-2.6352709881106287,0.0,0.0,0.24668510456993234,0.0,0.0,0.0,0.0,0.0,4.753639883823732,0.0,0.0,0.0,0.0,18.270008890023473,0.0,6.452486725569405,-3.2817226730752567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.348486414543277
20180109,0.0,0.0,0.0,-13.695048958069105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7728852305192495,0.0,0.0,0.0,0.0,5.165398710776018,-4.217512971061727,4.4579096348020855,0.0,9.796110181946869,0.0,0.0,0.0,0.0,0.0,-2.705381393340309,0.0,0.0,0.5895348699349507,0.0,0.0,0.0,0.0,0.0,5.2418656200037805,0.0,0.0,0.0,0.0,16.930952219380565,0.0,6.492175469241943,-2.5844695945595104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.357855548116487
20180110,0.0,0.0,0.0,-13.461496388639652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.729435681995323,0.0,0.0,0.0,0.0,5.600611736886475,-4.3515679267369,4.313546767469534,0.0,8.647856841594388,0.0,0.0,0.0,0.0,0.0,-2.775316499571663,0.0,0.0,0.322466970761933,0.0,0.0,0.0,0.0,0.0,5.673329739309345,0.0,0.0,0.0,0.0,16.31559227159786,0.0,6.68067744510824,-3.1618937346448024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8969751119982314
20180111,0.0,0.0,0.0,-12.649488529196907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.521126728238096,0.0,0.0,0.0,0.0,6.023981586262827,-4.507196838563576,4.28948705206352,0.0,7.9206025576477215,0.0,0.0,0.0,0.0,0.0,-2.8257018246371595,0.0,0.0,0.24476538439106885,0.0,0.0,0.0,0.0,0.0,6.079691164018445,0.0,0.0,0.0,0.0,16.03017294069752,0.0,6.855475436521261,-3.50921233682758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5032664212826616
20180112,0.0,0.0,0.0,-12.269215246746741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.420769311263729,0.0,0.0,0.0,0.0,6.31983628804327,-4.522679146894216,4.3122506573308295,0.0,7.230515446008761,0.0,0.0,0.0,0.0,0.0,-2.7409534678386005,0.0,0.0,-0.46425374559823773,0.0,0.0,0.0,0.0,0.0,6.326019597696271,0.0,0.0,0.0,0.0,15.949041825364901,0.0,6.6252162715162495,-4.008474696164095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4342977014551526
20180115,0.0,0.0,0.0,-12.378807630581772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.365891743368394,0.0,0.0,0.0,0.0,6.632107351996461,-4.546094355182286,4.349618833231277,0.0,6.7262456986040515,0.0,0.0,0.0,0.0,0.0,-2.774530185346665,0.0,0.0,-1.4583836362303333,0.0,0.0,0.0,0.0,0.0,6.594958447735508,0.0,0.0,0.0,0.0,16.050388776513454,0.0,6.531161903551653,-4.65106713542402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0970086054982335
