,GMV
20180102,0.0
20180103,1194.3271791320803
20180104,892.8573334745657
20180105,866.8282321209126
20180108,891.8661867740731
20180109,814.9676388195926
20180110,745.5373200753286
20180111,672.1853267880027
20180112,582.336745509976
20180115,523.2992433045966
20180116,463.2043376435063
20180117,383.92249057971503
20180118,333.5632549685746
20180119,348.75660017805814
20180122,353.5469581389794
20180123,377.7071468880202
20180124,421.9141202496206
20180125,450.5831336707076
20180126,466.8338789141688
20180129,500.25977461800875
20180130,478.3529185139132
20180131,485.52133907370035
20180201,449.61944535547053
20180202,380.23360455430605
20180205,364.9527873162301
20180206,371.0117837236331
20180207,365.05168200112564
20180208,389.00214567992015
20180209,389.6248415214961
20180212,386.86523106692096
20180213,383.0575498005125
20180214,383.72467273720895
20180222,380.0403552070564
20180223,373.17814980390494
20180226,383.4366387435076
20180227,391.8728437389658
20180228,403.1676926070309
20180301,399.296438630656
20180302,410.6397857165607
20180305,391.8335664374522
20180306,358.30797507011783
20180307,326.54345768649375
20180308,338.67692150789964
20180309,348.2319328957519
20180312,336.3436911723785
20180313,290.2037448748031
20180314,272.573658104788
20180315,246.41351759908667
20180316,224.09636695256242
20180319,203.44708291033317
20180320,205.6489228105278
20180321,211.72006712867022
20180322,222.31075943549604
20180323,233.50355380619683
20180326,225.81978765248525
20180327,214.68042575528702
20180328,257.07886261884545
20180329,279.81595640408773
20180330,268.66250408437094
20180402,281.3183442884628
20180403,313.78127595441623
20180404,320.7061014726595
20180409,316.2031974684326
20180410,273.8654478993551
20180411,261.06993264988233
20180412,291.1921767750073
20180413,331.06955521915836
20180416,337.93047653630754
20180417,346.24016481614206
20180418,327.4819965165082
20180419,337.8267879370301
20180420,338.63470619036235
20180423,332.116121096327
20180424,304.34088038161894
20180425,282.01662652445344
20180426,304.9790081666952
20180427,302.45805889968756
20180502,313.71270559569376
20180503,328.4319849532594
20180504,357.65655560890724
20180507,385.6937131250886
20180508,404.908347213653
20180509,434.8403485040337
20180510,442.92683499576316
20180511,453.58009697433437
20180514,414.3143354945556
20180515,364.5259858043988
20180516,362.44117003219304
20180517,362.4168314724666
20180518,376.8758615568605
20180521,367.48366719978236
20180522,373.264451287823
20180523,369.7048399429581
20180524,376.0648836727255
20180525,364.19499163083754
20180528,332.36472562058896
20180529,306.94405558189726
20180530,339.6262582270065
20180531,369.720395012312
20180601,350.8594864819187
20180604,365.2377417687949
20180605,360.8385106192811
20180606,379.2277076670126
20180607,359.5358154962734
20180608,357.3834790772578
20180611,342.5446331123662
20180612,337.9896093944338
20180613,343.07231730663585
20180614,368.15087348856724
20180615,358.22324314680117
20180619,345.4233344023958
20180620,323.7502516848508
20180621,317.82230967974795
20180622,332.6204423400891
20180625,349.3021785805591
20180626,366.7799335764603
20180627,334.03429381556134
20180628,289.0685043842614
20180629,227.54958041447748
20180702,186.2153415418899
20180703,154.46498107545133
20180704,166.59441399294755
20180705,214.7881198348891
20180706,258.4505182126893
20180709,305.38832011491894
20180710,300.0660110332164
20180711,312.7786563016256
20180712,300.6568994614389
20180713,296.136024762761
20180716,279.3119032288639
20180717,284.9314352560697
20180718,276.8836119520225
20180719,313.2393784648906
20180720,356.9713563543894
20180723,383.51125745697954
20180724,383.6857567222523
20180725,375.62259856667424
