trade_date,HC.SHF,I.DCE,J.DCE,JM.DCE,RB.SHF,SF.ZCE,SM.ZCE,SS.SHF
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,7.28840970267024,-7.433982238370135,15.512299055854296,31.52929981563509,7.1419607826348335,38.25989580663646,12.573839355231305,0.0
20180104,8.946829199595246,-8.87629338080787,12.666594543084624,36.189976050123725,8.768449587575288,46.53954862628366,13.668866163154636,0.0
20180105,10.076344140113665,-9.663315215182946,11.067350738450342,29.37361901202166,10.064426729079317,45.98680160947708,14.9926797983122,0.0
20180108,11.152972374681141,-9.659887123240303,10.71708007924296,25.747128358318328,11.254247092009113,43.254263984366986,15.276268657745806,0.0
20180109,12.229086519077647,-9.984966099683243,10.554105437106589,23.192300473441687,12.410122001748503,40.08404600195299,15.370231797356384,0.0
20180110,13.259453785680149,-10.302341338857477,10.212326206963347,20.47380956281829,13.4316137278098,38.627180721425745,15.816510410288421,0.0
20180111,14.261782319737192,-10.670792940401395,10.155364807118124,18.752034331566588,14.393674799768492,37.951450175298525,16.230344826572942,0.0
20180112,14.962218616668354,-10.707447320574495,10.209257664937464,17.11825241724358,14.97685760834252,37.75937218009518,15.685206027358383,0.0
20180115,15.701520667160848,-10.762882849185225,10.297726858069321,15.92439329517802,15.613570599850775,37.99931118644037,15.462532218860954,0.0
20180116,16.442635063482747,-10.852769372144849,10.428122963348583,14.64557939192091,16.27764247133285,33.447418278866856,15.458016239706343,0.0
20180117,17.136254628911054,-11.027444929499547,10.637070511327675,13.747337220108633,16.81411819552547,30.101564359311812,15.608506973979852,0.0
20180118,17.81149412507735,-11.228171973327195,10.893940994257674,13.134078244213311,17.309486340272827,26.94441809504831,15.497546972568765,0.0
20180119,18.10993098593667,-11.436504578596034,11.149669682183461,12.706095349095209,17.507261440529277,24.574981270867728,15.375961196901484,0.0
20180122,18.402993961029836,-11.672425626566955,11.434470293782944,12.415386721747428,17.791661014327094,22.59389614683745,15.192317791810511,0.0
20180123,18.76820086053122,-11.566502794672253,11.744095929675172,12.22167759006102,18.099534703728956,21.051037178903144,15.141856707410213,0.0
20180124,19.09431005701563,-11.549792790015406,12.069368221175681,12.131751656557924,18.442927886413255,19.8902819166461,15.164138140580254,0.0
20180125,19.407513944039103,-11.549396052908508,12.108622708471547,11.991661694340785,18.80210540188654,19.041725238863147,15.265164952864406,0.0
20180126,19.745093109902044,-11.528533005436254,12.160060109372056,11.898899177780423,19.129099139624522,18.13375798027945,15.206839541776183,0.0
20180129,20.124706382090512,-11.558258110418022,12.25574354204408,11.85841647685721,19.493110648064896,17.435398526002597,15.154255921274341,0.0
20180130,21.03665782915334,-11.707290520426707,12.382297210094377,11.903712203642595,20.291219029453366,16.88650453842294,15.080115620791329,0.0
20180131,22.477088500281834,-11.824228800095092,12.482982088981698,11.976692221929689,21.62889141329276,16.42513797700567,15.241750980217967,0.0
20180201,23.443532347512395,-11.989477120365507,13.141244144009226,12.082437989327795,22.701249910348363,16.05006365399616,15.370391329729387,0.0
20180202,24.057918020820818,-12.062085787359589,13.470316286762003,11.906065579443085,23.627655514117144,15.78994952467899,15.569123797277134,0.0
20180205,24.55731358594279,-12.2246199945273,13.30717154300569,11.707212322921045,24.411528700793582,15.49189554771747,15.566511603408866,0.0
20180206,24.876999673556,-12.383592117473759,13.19556192077761,11.539975137317441,24.88982251685712,15.197814460139952,15.557301198977914,0.0
20180207,25.153413930484493,-12.461045318989056,13.22133418870192,11.463087996646598,25.369067776219477,14.95548246519036,15.552740315786869,0.0
20180208,25.397947293557273,-12.523234323594519,13.227402697652611,11.4384156786329,25.781124450200092,14.686398517353005,15.515520283472405,0.0
20180209,25.18710648106673,-12.6826841314947,13.133324098092757,11.519086387809889,26.37551799262726,14.464833651663554,15.810754438221721,0.0
20180212,25.006885178914498,-12.861926128802436,13.130825457270339,11.628913054868292,26.807738408044294,14.276075752472245,16.01432640970071,0.0
20180213,24.922508848226407,-13.012032370453104,13.203998970696018,12.214612135765739,27.231208745284285,14.606932153277329,16.17787310386518,0.0
20180214,24.86800719925307,-13.020337301170636,13.238101815510506,12.69021748422432,27.79854885660991,14.69617925299995,16.24481743487363,0.0
20180222,24.425118751345163,-13.053939970164421,13.227462023512958,13.122003601661278,27.483847633142844,15.350584451267283,16.591680880895858,0.0
20180223,24.252194110017005,-13.025180363162967,13.158805315665697,13.437907846730333,26.89798011302993,15.881825249201697,17.074214289400462,0.0
20180226,23.35635585487979,-13.012680723005948,13.000341357877911,13.819281253209823,25.858355859554717,16.486995436405234,17.677311743985584,0.0
20180227,22.620182964398968,-13.499648179031738,12.867921165640057,14.123186741389997,25.043053317589514,17.03691471717453,18.146261471200862,0.0
20180228,22.040113061820957,-13.86174966529478,12.659425889186421,14.252670871638843,24.376288124051317,17.4916693393486,18.45581760652067,0.0
20180301,21.61247643938932,-14.238131370464158,12.648620786053417,14.463445985791868,23.878905919531512,17.786568125975435,18.713628244113195,0.0
20180302,21.262361126000958,-14.734685736508872,12.666295605108747,14.746823886545602,23.512974863677353,18.269506224909378,19.224201036733078,0.0
20180305,20.65519426108434,-14.564377275955081,12.44336060718716,14.930793660882502,22.859796095017686,11.913076100041007,19.41203024565215,0.0
20180306,20.197322909760132,-14.434807005316395,12.296679669527691,15.086693702733472,22.36280922137637,6.72233996901439,19.48470574901815,0.0
20180307,19.43631102214974,-14.396595573278063,12.078257200066322,14.94755738005337,21.591263629662215,2.5733922079677356,18.813980694595212,0.0
20180308,18.741272653317807,-14.044596219789799,11.830292634017704,14.716127969687662,20.608487687472937,-0.8462780831162181,18.24570942911148,0.0
20180309,18.149213050676842,-13.577235087498812,11.486745921884154,14.819355796112225,19.65269117098511,-3.255568396592215,17.617068825641546,0.0
20180312,17.63931440610564,-13.376996553225982,11.412120101235674,15.088810481471112,18.876492851253897,-5.277025682758613,17.29172613754234,0.0
20180313,17.223952405945226,-13.217865885584626,11.348325493795844,15.284008913712036,18.245122089693425,-6.944297260629172,17.03681802514802,0.0
20180314,16.79884132288454,-12.96761431849762,11.298849717419683,14.906586915477797,17.643832230818166,-8.33629665426559,16.83437607801826,0.0
20180315,16.45975604570704,-12.760876441371853,11.248161094134261,14.59153259679057,17.13124702522382,-9.502515922253124,16.64074659906527,0.0
20180316,16.28168672371132,-12.572890227195773,11.254828454350152,14.32816896436324,16.726374917952665,-10.455479978677,16.46891553946796,0.0
20180319,16.050799877683666,-12.163575251744444,11.177735316661549,14.134537635868083,16.28357320328802,-11.276785161826629,16.376102634281338,0.0
20180320,15.870879066253046,-11.876432366364003,11.117657626625034,13.97231259473914,15.92488750103764,-11.755731641316409,16.299246109881512,0.0
20180321,15.582904678388365,-11.720290405558973,11.097695320549123,13.858828061245607,15.641475791694038,-6.886614066873176,16.345049128244398,0.0
20180322,15.386244273936972,-11.560103375116912,11.147171919629603,13.75447112647661,15.477260918947437,-2.89924449168219,16.373020582219922,0.0
20180323,14.577368263994723,-11.155104965974552,10.91285803101429,13.514023008483367,14.540425630140598,0.2850877447794898,16.318873587362113,0.0
20180326,14.143860509066899,-10.816750862856253,10.908223691281155,13.309245906853132,13.893677324431192,2.816576622242707,16.273971328321476,0.0
20180327,13.64955956624279,-10.495097924068586,10.87997604812649,13.183084631610011,13.246092828847615,4.782579749819869,16.272979921833077,0.0
20180328,13.244068927235363,-10.232937036926993,10.770484235230821,13.062509030622987,12.717533492087195,6.40968428052852,16.42393036681784,0.0
20180329,12.844461083360578,-10.01018911061955,10.716017015016192,12.850212005350791,12.169784128352429,7.741668621484199,16.605275268692406,0.0
20180330,12.381687475186313,-9.805322407662162,10.508868343920245,12.5104397274887,11.578645321476053,3.8853950040855323,16.296446587135218,0.0
20180402,12.028471466193018,-9.684485928628744,10.322885184977654,12.249026336362363,11.100236266350144,5.849617777901126,16.121397685556726,0.0
20180403,11.740768948449512,-6.256281578656796,10.1487960921851,12.030965906697473,10.708875964873046,7.474807174642815,16.138853831087516,0.0
20180404,11.5595961408235,-3.5321093055378836,9.99675428998135,11.890482981442865,10.40693348195306,8.854768600828177,16.65322500776594,0.0
20180409,11.31287684390611,-1.2903293744590492,9.888177256736551,11.816075772943064,10.115799728859141,9.966080116468113,16.998156831770554,0.0
20180410,11.169492878531818,0.570568177334966,9.917413061842439,11.813283057968764,9.91640372847687,11.344017664404365,17.448783352161456,0.0
20180411,11.0229426740437,2.094178855594554,9.910186899701515,11.904124405817276,9.749821144991465,5.899991619897564,17.64516667593736,0.0
20180412,10.892047625868125,3.332970135036779,9.90343734421437,11.90061641476833,9.61339042752554,1.4484309315275095,17.765069416582367,0.0
20180413,10.787218363670311,4.406780197446694,9.901641392155407,12.220839042868354,9.491887293959566,3.1682469446021626,16.942092149670874,0.0
20180416,10.619562936755376,5.2186081536484386,9.904518996218764,12.309927852991544,9.335301143883374,4.57177029085678,16.241076977098373,0.0
20180417,10.463893499003461,5.881384971751738,9.820802876229275,12.241103191288571,9.200063539790731,5.42364078937677,15.554358138444615,0.0
20180418,10.311800233267842,6.497601595926807,9.670494769820676,12.09030608623559,9.096013995790303,5.983812734105999,15.003098208019225,0.0
20180419,10.174333412185117,6.726317636068015,9.503647251160038,11.87586883925924,8.980465971587721,6.444756688959693,14.565197735277822,0.0
20180420,10.111209642150417,6.87005028748568,9.304436766814593,11.506237294963038,8.866018522019955,6.818695421697428,14.100285554140203,0.0
20180423,9.99670862056186,6.92565539350469,8.983719343617034,11.030339878505375,8.729060279839388,7.114849675921697,13.714743733408966,0.0
20180424,10.564442971623588,7.201158026891545,8.990379947899386,10.788319088517127,9.244968160995372,7.2885975568515615,13.525250017897758,0.0
20180425,11.06858906689495,7.422617737291707,9.010581899504523,10.568352870263247,9.677961627305487,7.4498746571384045,13.376020785487363,0.0
20180426,11.536525766438418,7.609298788311979,9.010848284396948,10.391013238426245,10.060347550450595,7.628131788850674,13.246529013937653,0.0
20180427,11.938858338880573,7.765306975945388,9.158084327578946,10.268041660032079,10.392021380862294,7.776128311923792,13.014898277040995,0.0
20180502,12.1419991118609,7.836546623469244,9.092065790037934,10.028364423883806,10.532583355000895,7.898058998355979,12.825350775762443,0.0
20180503,12.289583807871193,7.895461596643703,9.054616841215523,9.875147348967833,10.699040507901477,7.9998753844119195,12.814226307183315,0.0
20180504,12.42394506318471,7.942181918105593,9.028988943895088,9.733375391008694,10.893964842228725,8.08200659775735,12.813762587305051,0.0
20180507,12.552894147466422,7.9925915712463,9.00336143206717,9.566247509684318,11.045042480288263,8.145398542361534,12.780963980748945,0.0
20180508,12.641622183075876,8.167716602683951,8.977047356879375,9.433166360498292,11.197409481704582,8.203273225714101,12.722110157358605,0.0
20180509,12.781066830177418,8.293658497192354,8.918596037786752,9.30350685808611,11.340151020999937,8.246828952901868,12.680630285448295,0.0
20180510,12.874210749222156,8.411863345121086,8.873631253948439,9.198078234016856,11.4364005044648,8.257472677089385,12.674550233538337,0.0
20180511,13.02103867348256,8.469631561989036,8.859516492769043,9.139393445534472,11.50199318985481,8.272470359501833,12.75333117832104,0.0
20180514,13.145975376740854,8.512512888974054,8.874720827540735,9.16024097781172,11.548328249172691,8.26890141483707,12.714421811783838,0.0
20180515,13.263173587224157,8.541753583854142,8.891133478636522,9.177030329781317,11.612854830126237,8.561002513901615,13.374905065184967,0.0
20180516,13.725775679234294,8.688669418427319,5.61734551910318,9.31708166935609,11.917090908776887,8.776915206277286,13.441398579195045,0.0
20180517,14.11965516234557,8.808786608007855,6.25301490602569,9.384375982071287,12.165185152944021,9.107556474821264,13.631069099078651,0.0
20180518,14.47092349367988,8.921844763779895,6.830428331109268,9.4276165733825,12.351721810153158,9.672536765599142,13.770498353745765,0.0
20180521,14.698017512258682,9.361575539905994,7.298486530738953,9.506915364558946,12.552748232740026,10.238741021704548,13.881064127554595,0.0
20180522,14.950885740430557,9.8196420983151,7.743205459223855,9.79820554187358,12.829541779886439,10.682877623999635,14.13319041479999,0.0
20180523,15.37458058661902,10.548386272182292,8.252575973711203,10.040197338582233,13.25032769684329,11.022062594001563,14.122786960379873,0.0
