,BU.SHF,BZ.DCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,L.DCE,LU.INE,MA.ZCE,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SP.SHF,TA.ZCE,V.DCE
20180226,16.39963210003735,0.0,0.0,0.0,-13.235627935049745,0.0,3.1085663550784126,0.0,-12.401652954142387,0.0,0.0,0.0,-18.336977882004664,0.0,-13.368867333128192,0.0,0.0,0.0,0.0,49.5582525065354,0.21446490852523295
20180227,16.210134043263118,0.0,0.0,0.0,-11.186502151128153,0.0,-3.5672956474490083,0.0,-16.81009649439123,0.0,0.0,0.0,-19.75006310842697,0.0,-12.927957529281656,0.0,0.0,0.0,0.0,48.85327962529633,-0.6823731840931799
20180228,16.59246598644392,0.0,0.0,0.0,-9.057101813557715,0.0,-9.508968652033989,0.0,-20.334398733569646,0.0,0.0,0.0,-20.779288461493067,0.0,-11.799638956122093,0.0,0.0,0.0,0.0,48.525572999707954,-2.909514038616335
20180301,16.951759889532887,0.0,0.0,0.0,-7.629925071786758,0.0,-8.07969011396068,0.0,-23.160564982100187,0.0,0.0,0.0,-19.871424699397686,0.0,-10.288734644056301,0.0,0.0,0.0,0.0,47.22898314653844,0.1324476847006383
20180302,16.564795395850695,0.0,0.0,0.0,-6.292963310226485,0.0,-11.36919164622211,0.0,-26.309851217099542,0.0,0.0,0.0,-20.26559677784088,0.0,-9.434282664733505,0.0,0.0,0.0,0.0,46.41382120727579,-0.48832003399052076
20180305,14.715568812821683,0.0,0.0,0.0,-5.237435807030166,0.0,-17.528691206275933,0.0,-27.831859375171277,0.0,0.0,0.0,-24.64380535202463,0.0,-8.63644793386544,0.0,0.0,0.0,0.0,44.288754542847805,-0.34512775290417835
20180306,13.42352357376407,0.0,0.0,0.0,-3.354364194575475,0.0,-22.96728753085675,0.0,-29.73394632458906,0.0,0.0,0.0,-26.958128804075585,0.0,-8.125841950939696,0.0,0.0,0.0,0.0,41.188299574731296,-3.256012581325372
20180307,12.428562030740439,0.0,0.0,0.0,-2.164465469042859,0.0,-27.3473048786681,0.0,-30.509401249580943,0.0,0.0,0.0,-30.33777322148296,0.0,-8.328565122697732,0.0,0.0,0.0,0.0,36.50129154433993,-4.119526411763519
20180308,11.480621487803853,0.0,0.0,0.0,-1.2320778399553345,0.0,-30.24885267242512,0.0,-29.147673047989965,0.0,0.0,0.0,-31.72210651452208,0.0,-8.047548422961333,0.0,0.0,0.0,0.0,32.55828033847485,-5.737505708554519
20180309,10.8008570868408,0.0,0.0,0.0,4.943318823649056,0.0,-32.33595233510659,0.0,-26.07349861542791,0.0,0.0,0.0,-31.50890595238918,0.0,-8.062328666330504,0.0,0.0,0.0,0.0,28.298801496651663,-4.707321869018137
20180312,10.316333741479378,0.0,0.0,0.0,11.037016440037728,0.0,-33.96559114665229,0.0,-22.49441195863066,0.0,0.0,0.0,-32.364093832585425,0.0,-7.8527795824155096,0.0,0.0,0.0,0.0,24.17161427977667,-8.123432293680615
20180313,8.773272816258675,0.0,0.0,0.0,14.948866026175551,0.0,-34.64357335220291,0.0,-18.781547294472706,0.0,0.0,0.0,-32.39926772595535,0.0,-7.635556345155102,0.0,0.0,0.0,0.0,20.751157566134317,-11.179758261588153
20180314,7.307842655655262,0.0,0.0,0.0,18.630780132277,0.0,-32.626262719254,0.0,-15.158672537967831,0.0,0.0,0.0,-31.873211946861726,0.0,-7.0339257331980525,0.0,0.0,0.0,0.0,15.7803589865898,-12.691230261081763
20180315,5.9103081348367095,0.0,0.0,0.0,22.288952646456327,0.0,-30.27105215739178,0.0,-11.753296085575533,0.0,0.0,0.0,-31.145262513577524,0.0,-5.07965928268399,0.0,0.0,0.0,0.0,14.205221800644548,-13.236501371490212
20180316,5.274798961931025,0.0,0.0,0.0,25.252230491994382,0.0,-28.456330276869082,0.0,-9.194028977945354,0.0,0.0,0.0,-30.814577349044693,0.0,-4.987374517317977,0.0,0.0,0.0,0.0,11.665507245053641,-11.816894345895276
20180319,5.805854108580877,0.0,0.0,0.0,28.1043982126721,0.0,-25.633393125366297,0.0,-5.181667835069612,0.0,0.0,0.0,-30.42875513457965,0.0,-4.248716486141125,0.0,0.0,0.0,0.0,9.163217896903015,-12.441653024258896
20180320,6.564901917785207,0.0,0.0,0.0,28.365784892023814,0.0,-22.875134813572362,0.0,-1.9069228310041817,0.0,0.0,0.0,-30.364887075460693,0.0,-4.71086174363273,0.0,0.0,0.0,0.0,7.138365861186754,-15.53226973482328
20180321,7.18031881833427,0.0,0.0,0.0,30.391165274560098,0.0,-19.819058584724832,0.0,0.24506501475638343,0.0,0.0,0.0,-29.920388443843986,0.0,-5.67138966374813,0.0,0.0,0.0,0.0,5.163145355630109,-16.00415679461507
20180322,6.731220328345412,0.0,0.0,0.0,26.955055472810887,0.0,-17.5926516162168,0.0,2.430671673359624,0.0,0.0,0.0,-29.313753535689152,0.0,-5.2393033381139125,0.0,0.0,0.0,0.0,0.26385941145295494,-15.10223546517601
20180323,7.866806990542372,0.0,0.0,0.0,23.971016227156476,0.0,-14.700666284467005,0.0,3.835482880162165,0.0,0.0,0.0,-28.35261548450973,0.0,-5.116253968961682,0.0,0.0,0.0,0.0,-2.358433233292685,-13.44299498906243
20180326,6.843172142990235,0.0,0.0,0.0,22.098994867091477,0.0,-12.58797994207477,0.0,5.877745195688038,0.0,0.0,0.0,-26.912875336764763,0.0,-6.410165911899032,0.0,0.0,0.0,0.0,-2.5978439662416464,-13.469483288720172
20180327,5.555101648836483,0.0,0.0,0.0,20.663714404817835,0.0,-10.858233070902733,0.0,6.889485472181054,0.0,0.0,0.0,-25.18952665356162,0.0,-7.415993645794141,0.0,0.0,0.0,0.0,-4.15067158290964,-14.292836392085858
20180328,5.501276423220972,0.0,0.0,0.0,19.508992725706193,0.0,-9.144564120629038,0.0,7.705611106903662,0.0,0.0,0.0,-23.73073395459948,0.0,-9.818745651773964,0.0,19.865982207188814,0.0,0.0,-6.712959348662639,-14.990262578317573
20180329,5.823375570814029,0.0,0.0,0.0,18.10728441476594,0.0,-7.319233861210003,0.0,7.9304039855680895,0.0,0.0,0.0,-22.024010361702437,0.0,-11.765718032504445,0.0,19.91691726711121,0.0,0.0,-9.29539548063172,-11.678620609672079
20180330,6.321743712640384,0.0,0.0,0.0,17.127292333928462,0.0,-8.365684176815718,0.0,7.837280292747232,0.0,0.0,0.0,-20.98668965848795,0.0,-13.223743328923824,0.0,17.134172263514266,0.0,0.0,-10.209436938318532,-8.940408308376142
20180402,6.3519675039267005,0.0,0.0,0.0,16.717050814953982,-13.43813853645164,-8.243348198361158,0.0,7.576656909167143,0.0,0.0,0.0,-18.59475443005011,0.0,-14.48207214263253,0.0,15.250293495105831,0.0,0.0,-10.886358297742474,-6.213280366989636
20180403,6.37536488071358,0.0,0.0,0.0,16.44045946762093,-13.43813853645164,-7.567354113165345,0.0,7.235615167327141,0.0,0.0,0.0,-16.330866905893426,0.0,-15.50561799891587,0.0,14.132244464678283,0.0,0.0,-11.297141195020847,-3.5786001797435616
20180404,5.874865688330859,0.0,0.0,0.0,16.32128928911422,-13.43813853645164,-6.958745435481248,0.0,7.502803997736946,0.0,0.0,0.0,-11.755091685838584,0.0,-16.343661202785714,0.0,12.660087918175908,0.0,0.0,-12.474470034531441,2.0085581852014256
20180409,4.151471255538595,0.0,0.0,0.0,16.653659584178662,-13.43813853645164,-5.96823396862735,0.0,8.324165277627305,0.0,0.0,0.0,-7.198944824170861,0.0,-16.622771103814916,0.0,10.995272695609136,0.0,0.0,-14.239525505920245,6.822803901799453
20180410,3.401452182017109,0.0,0.0,0.0,16.71424336202602,-13.43813853645164,-5.629991463215658,0.0,8.996611554008842,0.0,0.0,0.0,-3.7949653520055104,0.0,-16.578951520085525,0.0,10.140536657858664,0.0,0.0,-14.932071866296754,10.732060604490893
20180411,3.1941008472406662,0.0,0.0,0.0,16.557699861820122,-13.40893008357266,-4.438117813300721,0.0,2.7806261299830792,0.0,0.0,0.0,-0.5920736438358142,0.0,-16.36939644073876,0.0,10.075995912345437,0.0,0.0,-15.387000749755993,13.780232733450571
20180412,2.932453361033808,0.0,0.0,0.0,16.471960481502308,-13.123028486921697,-3.797085559454184,0.0,-1.4276757177829393,0.0,0.0,0.0,1.8348328519801798,0.0,-16.059977654102436,0.0,9.762199715907444,0.0,0.0,-15.898601826076359,16.779293058074654
20180413,2.0915563123303005,0.0,0.0,0.0,16.242823915022253,-12.713889483486897,-3.893254536141552,0.0,-4.644047949711509,0.0,0.0,0.0,3.416023777615434,0.0,-15.69738473808175,0.0,9.85436480840699,0.0,0.0,-17.178511763919673,18.6178935414413
20180416,0.7197590921131412,0.0,0.0,0.0,15.837103122736087,-12.248286102548903,-4.038487551314328,0.0,-7.059936105106086,0.0,0.0,0.0,4.653626761128831,0.0,-15.258543629621226,0.0,9.778650411225373,0.0,0.0,-17.966793849199867,19.611897287313404
20180417,0.2920436597806407,0.0,0.0,0.0,15.352022621845974,-11.761815341450484,-4.332829474985759,0.0,-8.824740524906073,0.0,0.0,0.0,5.546996944056993,0.0,-14.767491743946646,0.0,11.21502073273301,0.0,0.0,-17.409218807635437,20.923487754147715
20180418,-0.483634254528051,0.0,0.0,0.0,15.029396315511285,-11.274212901951937,-4.342012063970152,0.0,-10.26590813674903,0.0,0.0,0.0,6.289550559284302,0.0,-14.178961996105265,0.0,10.973014620902218,0.0,0.0,-16.29341021216074,21.071214797777063
20180419,-3.6679302095283406,0.0,0.0,0.0,14.655071851869275,-10.796610583605252,-4.73196424164804,0.0,-11.542338266628972,0.0,0.0,0.0,6.5080301505458,0.0,-13.137821605290148,0.0,10.923862222089538,0.0,0.0,-14.693710816352846,21.429886896033757
20180420,-6.783948436546925,0.0,0.0,0.0,14.09361696878107,-10.335236689704573,-5.026889982089527,0.0,-12.30834941143756,0.0,0.0,0.0,6.219328247355551,0.0,-12.187914766753208,0.0,10.685522305714272,0.0,0.0,-13.886969902860265,21.243881722914825
20180423,-10.252564337379075,0.0,0.0,0.0,14.599115592940858,-9.893417235403422,-4.837199941529621,0.0,-12.700392233897531,0.0,0.0,0.0,5.708061077375371,0.0,-11.218186821377861,0.0,10.731456743393268,0.0,0.0,-12.186780062866791,21.296687437864126
20180424,-13.117408017545408,0.0,0.0,0.0,15.024795441909454,-9.47271208553758,-4.286982212337983,0.0,-13.388973659937115,0.0,0.0,0.0,5.1186678208592555,0.0,-10.814570056915473,0.0,10.566666851531602,0.0,0.0,-11.35822612905164,21.748521378974523
20180425,-14.651461691934948,0.0,0.0,0.0,15.129322513874792,-9.073586809986814,-3.8295584746252445,0.0,-14.235653533477855,0.0,0.0,0.0,5.17377525167937,0.0,-10.540378675289737,0.0,10.260681572953795,0.0,0.0,-9.893630305375702,22.13712331439525
20180426,-15.047977170855157,0.0,0.0,0.0,15.056543954295837,-8.695823922675638,-3.867332969044627,0.0,-15.075715402867095,0.0,0.0,0.0,5.479912865173939,0.0,-10.412314659221462,0.0,9.428671251460218,0.0,0.0,-8.15207825432075,22.440234796217112
20180427,-14.948448752683534,0.0,0.0,0.0,14.90746775028478,-8.338782005709872,-4.08447924057478,0.0,-15.354751792518837,0.0,0.0,0.0,5.731035323602462,0.0,-10.22690167467268,0.0,9.173695478817375,0.0,0.0,-7.42874193754252,22.89046759585665
20180502,-8.713282058474215,0.0,0.0,0.0,14.70307501565648,-8.030586389328391,-3.9683468515329667,0.0,-15.485726701951759,0.0,0.0,0.0,5.80119419107181,0.0,-9.880468530150742,0.0,9.697456965510781,0.0,0.0,-4.408416279868225,22.575088142866296
20180503,-3.972877999818016,0.0,0.0,0.0,15.053992525807251,-7.733880342584434,-3.426337983522556,0.0,-15.743192131673696,0.0,0.0,0.0,5.7778634381130525,0.0,-9.528580176089424,0.0,10.1237452111926,0.0,0.0,-3.0443750965613323,23.376574286323443
20180504,0.009901237917038792,0.0,0.0,0.0,15.318626138724113,-26.57702642468919,-2.3301700093783158,0.0,-15.24241599447068,0.0,0.0,0.0,6.0986706554428185,0.0,-9.194156347042899,0.0,9.225871387288663,0.0,0.0,-3.306575412189501,24.21924655794529
20180507,3.0703184633863936,0.0,0.0,0.0,15.569742298304083,-41.17260570078847,-1.8431950649555158,0.0,-15.178534911644102,0.0,0.0,0.0,6.193734703886785,0.0,-8.828505728211546,0.0,5.452113072662658,0.0,0.0,-1.7382940002161824,24.917183164769288
20180508,5.244933153928524,0.0,0.0,0.0,15.781101653425305,-52.369119634540446,-1.8287296683182053,0.0,-14.994093235853503,0.0,0.0,0.0,6.248780218932064,0.0,-8.481785365495705,0.0,5.30118177384352,0.0,0.0,0.1725636417323235,25.063842007252273
20180509,7.003498740275606,0.0,0.0,0.0,14.968646938452821,-60.84360913416433,-1.3189169864709795,0.0,-14.673877526060568,0.0,0.0,0.0,6.345014195900475,0.0,-8.19417864374745,0.0,5.282834084539882,0.0,0.0,-0.32384924346746846,25.166163399735705
20180510,8.874622654771652,0.0,0.0,0.0,14.169610210532307,-67.13790965587351,-1.3080937557358558,0.0,-14.339009303383285,0.0,0.0,0.0,6.710153998234183,0.0,-7.903904079722163,0.0,9.600946196551904,0.0,0.0,-0.8975502529105396,24.819931986192934
20180511,10.64231665659016,0.0,0.0,0.0,13.333374948634436,-71.68663886016597,0.18897587323031897,0.0,-13.870716357537274,0.0,0.0,0.0,6.989681861191473,0.0,-7.623007856210469,0.0,7.924652941409029,0.0,0.0,-0.04490530824594687,24.276892202738125
20180514,11.676816624968328,0.0,0.0,0.0,12.804849505140846,-74.83899654311413,1.477200823575099,0.0,-13.498742553074948,0.0,0.0,0.0,7.33450147651835,0.0,-7.41735549390551,0.0,6.389090338323448,0.0,0.0,1.548976859935296,24.447132550423728
20180515,12.433554226079726,0.0,0.0,0.0,12.424166449662515,-76.87587433999397,1.6523222817313228,0.0,-13.162771725206406,0.0,0.0,0.0,7.341724514799045,0.0,-7.263851401374821,0.0,7.123584660436769,0.0,0.0,2.635212363754756,24.07620172915987
20180516,13.40098388259376,0.0,0.0,0.0,12.175956397365628,-78.02337040684877,1.932740016867465,0.0,-12.65263263139921,0.0,0.0,0.0,7.500672104092146,0.0,-7.180145173642094,0.0,6.903705489273215,0.0,0.0,3.8823374492604446,24.42167148608421
20180517,13.99968421481816,0.0,0.0,0.0,11.917610499558567,-78.46352158695107,1.4745983811283543,0.0,-11.979973520640254,0.0,0.0,0.0,7.909092337804225,0.0,-7.104189481504509,0.0,10.778025675089653,0.0,0.0,4.059617825861166,23.509118780213665
20180518,13.40860261411815,0.0,0.0,0.0,11.625267073410052,-78.34286371102664,0.9112648322713774,0.0,-11.65297103062956,0.0,0.0,0.0,7.743006557338552,0.0,-6.8414837936471145,0.0,11.319524472751173,0.0,0.0,4.081623810616033,22.290041145716458
20180521,12.982887318478424,0.0,0.0,0.0,11.351218642523333,-77.77928435515818,-0.025957116940148683,0.0,-11.185583186735636,0.0,0.0,0.0,7.928805645826289,0.0,-6.7025861122177925,0.0,10.084362715150894,0.0,0.0,4.030308035416129,21.833506974271206
20180522,12.729083972414813,0.0,0.0,0.0,11.016701113207903,-76.86752479917902,-1.5366010781217443,0.0,-11.00797154884813,0.0,0.0,0.0,8.970436293750131,0.0,-6.619127127877288,0.0,7.624139265619942,0.0,0.0,2.9226543739865103,21.307383909704043
20180523,12.42925953857301,0.0,0.0,0.0,10.653486264133681,-75.68360778391907,-1.544237594905927,0.0,-11.127799028556542,0.0,0.0,0.0,9.505435199532268,0.0,-6.537557663334713,0.0,6.9062949346607665,0.0,0.0,2.1225043747096133,20.148596657932902
20180524,12.040038059530135,0.0,0.0,0.0,10.15294860648171,-74.28840723113068,-2.8740767266913156,0.0,-11.396955210193891,0.0,0.0,0.0,10.014317315787382,0.0,-6.471411687789479,0.0,6.176978595761785,0.0,0.0,0.3022301892500179,19.191289876230698
20180525,11.815672479610813,0.0,0.0,0.0,9.694232147407996,-72.73053000964666,-2.3502395423113773,0.0,-11.366982833930889,0.0,0.0,0.0,11.036391411115684,0.0,-6.368321607911728,0.0,4.685460554897855,0.0,0.0,-0.9549511011713009,18.787590875946773
20180528,11.1412196639646,0.0,0.0,0.0,9.104583638786046,-71.04864434083531,-2.206206264066027,0.0,-11.328012975970692,0.0,0.0,0.0,11.283228055080661,0.0,-6.313257015980464,0.0,4.89970049860384,0.0,0.0,-1.9821257304146256,18.159217488094818
20180529,10.71088796546963,0.0,0.0,0.0,8.843865656966203,-69.27336185280176,-1.6548708950653963,0.0,-11.441175451127457,0.0,0.0,0.0,11.103499926352558,0.0,-6.133214731302933,0.0,3.443908042306696,0.0,0.0,-3.005336386246473,17.22781655522912
20180530,10.164656725845253,0.0,0.0,0.0,8.303032567650325,-69.27336185280176,-1.475296445025806,0.0,-11.345028542854239,0.0,0.0,0.0,12.024289238258671,0.0,-5.99567352709125,0.0,6.444777836241026,0.0,0.0,-3.513855846440342,16.954323969517333
20180531,9.935997382491301,0.0,0.0,0.0,8.172840136282831,-69.27336185280176,-1.7308703973226511,0.0,-11.48299702165014,0.0,0.0,0.0,12.780920012376392,0.0,-5.893211443825395,0.0,5.356009903010608,0.0,0.0,-3.205066717259051,16.56946360012119
20180601,9.805955140191045,0.0,0.0,0.0,7.987676220587056,-74.92746806650003,-0.6706069719199185,0.0,-12.05175642475748,0.0,0.0,0.0,13.434805609714983,0.0,-5.753605479000692,0.0,5.904518592586796,0.0,0.0,-2.4762210812707752,15.752739904573897
20180604,9.842473855904505,0.0,0.0,0.0,7.949122736082279,-78.14753966920377,1.467007683226447,0.0,-12.565748772769549,0.0,0.0,0.0,14.272524228962961,0.0,-5.6230399928443795,0.0,5.972986908639372,0.0,0.0,-1.144913751196657,14.965367260560193
20180605,9.767819784045816,0.0,0.0,0.0,7.633700213152039,-79.78665236304252,1.2337481307083682,0.0,-13.01372361616072,0.0,0.0,0.0,14.463970314207478,0.0,-5.509914309518889,0.0,5.883671752967252,0.0,0.0,-0.6904073885676755,14.610921143519619
20180606,9.994746372521519,0.0,0.0,0.0,7.063579237409549,-80.34168206014913,-1.1297324310160126,0.0,-12.936586313899411,0.0,0.0,0.0,12.911065983209575,0.0,-5.378988684297005,0.0,2.3385202638300675,0.0,0.0,-0.9984715771576329,14.777129834584521
20180607,10.367176152819358,0.0,0.0,0.0,7.5912509262996455,-80.12232471653185,-3.839836438567776,0.0,-12.61127377027918,0.0,0.0,0.0,11.398988419723295,0.0,-5.214784635589995,0.0,7.14145002042858,0.0,0.0,-0.7530841767190969,15.036612453057446
20180608,10.12406142591963,0.0,0.0,0.0,7.977868545577636,-79.33197881244342,-5.508746863160275,0.0,-12.400930517149096,0.0,0.0,0.0,9.7868056398176,0.0,-5.087573410604803,0.0,2.815891350033004,0.0,0.0,-0.6960126116323856,15.359635080051493
20180611,9.874541490654503,0.0,0.0,0.0,8.489155519399976,-78.10981889440788,-4.892047175857996,0.0,-12.289007848335977,0.0,0.0,0.0,9.279569436346641,0.0,-4.948186390868549,0.0,-0.4090363991851672,0.0,0.0,-0.8150219125228555,15.271221949698225
20180612,9.901580363436231,0.0,0.0,0.0,7.86100642565823,-76.5541819696331,-7.825387129341499,0.0,-12.113835571523536,0.0,0.0,0.0,7.493505107596269,0.0,-4.794902080128366,0.0,2.5497246322141316,0.0,0.0,0.09494330994177393,15.112272276596109
20180613,9.497093977345854,0.0,0.0,0.0,6.3325078729572954,-74.73629789859692,-7.1391436963799695,0.0,-11.915792133963102,0.0,0.0,0.0,6.163537214844506,0.0,-4.2905424550560705,0.0,-0.6076795265101028,0.0,0.0,0.1812094269763955,14.906849216833681
20180614,9.14528254560542,0.0,0.0,0.0,5.63543186624469,-72.70874332335603,-7.918754005374694,0.0,-11.759464202377034,0.0,0.0,0.0,5.500454929775026,0.0,-3.1848474640904336,0.0,-2.611535999857757,0.0,0.0,1.9605208077592386,14.381511397079795
20180615,9.394733617565464,0.0,0.0,0.0,4.582929817366198,-70.51089107842125,-8.74393243441998,0.0,-11.422757328815225,0.0,0.0,0.0,4.131643502624802,0.0,-2.6514229598838512,0.0,-3.5565296977429,0.0,0.0,3.4299640588073617,13.529643699756976
20180619,8.95741352723959,0.0,0.0,0.0,4.772130643314876,-68.1726210894486,-12.42212868383819,0.0,-10.815828746589684,0.0,0.0,0.0,3.613839429133027,0.0,-2.1786353728306405,0.0,-3.9215394174274785,0.0,0.0,3.580229465799443,13.279076909185692
