trade_date,BU.SHF,BZ.DCE,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,L.DCE,LU.INE,MA.ZCE,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RU.SHF,SA.ZCE,SC.INE,SH.ZCE,SP.SHF,TA.ZCE,V.DCE
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,-11.528312150973427,0.0,0.0,0.0,-40.25696223629327,0.0,-25.332552602736236,0.0,-11.927423429893345,0.0,0.0,0.0,-15.396501135704645,0.0,-17.666383617483255,0.0,0.0,0.0,0.0,24.207326413238235,-17.26613251828622
20180104,3.617445302256153,0.0,0.0,0.0,-28.455652211586404,0.0,-28.14916624358005,0.0,-14.625818065694363,0.0,0.0,0.0,-18.126111919189363,0.0,-17.06225368521695,0.0,0.0,0.0,0.0,24.56523621296798,-21.19353715076179
20180105,9.618533873781782,0.0,0.0,0.0,-26.04714810104489,0.0,-3.971061129872971,0.0,-16.10892270169916,0.0,0.0,0.0,-1.931732300325511,0.0,-2.075853539594939,0.0,0.0,0.0,0.0,25.781158703624264,-23.557348672473214
20180108,13.011581533859127,0.0,0.0,0.0,-21.52724406781404,0.0,8.645752787843207,0.0,-4.962561495127081,0.0,0.0,0.0,7.007916305877333,0.0,6.2944150233832215,0.0,0.0,0.0,0.0,27.32147126478958,-25.456494302127126
20180109,15.630877194110678,0.0,0.0,0.0,-19.249929691152644,0.0,16.401074446509813,0.0,1.65657893515829,0.0,0.0,0.0,12.532019953352933,0.0,11.974550122855579,0.0,0.0,0.0,0.0,28.84122618662524,-26.358204358337602
20180110,17.382758968661154,0.0,0.0,0.0,-18.113364652035045,0.0,21.533677776180287,0.0,6.216865625351713,0.0,0.0,0.0,16.53493705505882,0.0,1.4883727779285312,0.0,0.0,0.0,0.0,29.67593982304774,-27.02873166463779
20180111,18.686633454783948,0.0,0.0,0.0,-10.042111697822667,0.0,7.088108102533137,0.0,9.61978579959314,0.0,0.0,0.0,19.823445968121312,0.0,7.866040898817224,0.0,0.0,0.0,0.0,14.243171458442637,-27.850437271599713
20180112,19.897007005299123,0.0,0.0,0.0,-4.019181142200234,0.0,-3.754702716507748,0.0,12.051978002656186,0.0,0.0,0.0,22.653837169004024,0.0,12.531762514997908,0.0,0.0,0.0,0.0,3.548447922846838,-14.845964212222674
20180115,20.551806413726812,0.0,0.0,0.0,-6.8381757028929515,0.0,-11.613802502889095,0.0,4.879040333264814,0.0,0.0,0.0,24.910560888906303,0.0,15.994567244817839,0.0,0.0,0.0,0.0,-4.669938553746049,-18.248284964673008
20180116,20.49852372228992,0.0,0.0,0.0,-9.071766438379035,0.0,-14.357438197887218,0.0,0.7176766545124139,0.0,0.0,0.0,15.132598031341473,0.0,17.92772647302395,0.0,0.0,0.0,0.0,3.0587143617936694,-18.89530030520174
20180117,20.627592126838355,0.0,0.0,0.0,-3.509148442516448,0.0,-16.617813115240367,0.0,-2.6279071365444144,0.0,0.0,0.0,7.447585026786572,0.0,19.56071461817442,0.0,0.0,0.0,0.0,-4.146203145280819,-10.580678653121197
20180118,20.878994272102535,0.0,0.0,0.0,0.8654770609113349,0.0,-18.60254624524878,0.0,-5.3705991975021234,0.0,0.0,0.0,1.2695870598739194,0.0,21.058623721556675,0.0,0.0,0.0,0.0,3.4038137337848093,-12.891778646547186
20180119,21.106231667919985,0.0,0.0,0.0,4.434925382774828,0.0,-20.34024895681993,0.0,-7.635378518068926,0.0,0.0,0.0,-3.7111817146388644,0.0,22.317010783175157,0.0,0.0,0.0,0.0,-4.121684422599002,-14.817154748158373
20180122,21.315048945098326,0.0,0.0,0.0,0.0343683992853033,0.0,-21.907559990678017,0.0,-9.533683257254193,0.0,0.0,0.0,-7.821328707811875,0.0,23.512759795414553,0.0,0.0,0.0,0.0,-10.010210398706292,-7.39473341372064
20180123,21.535803526469003,0.0,0.0,0.0,-3.5554141739592944,0.0,-23.23168639970927,0.0,-11.090371482122833,0.0,0.0,0.0,-11.178164865755686,0.0,23.874794180067944,0.0,0.0,0.0,0.0,-14.934324109044942,-1.3643440142495176
20180124,21.097600374891794,0.0,0.0,0.0,-6.532506521497652,0.0,-24.30164321721237,0.0,-12.399772743446933,0.0,0.0,0.0,-13.96896648966877,0.0,24.322695099972155,0.0,0.0,0.0,0.0,-5.718289896362552,3.355203283281777
20180125,20.73883548138182,0.0,0.0,0.0,-8.780062155206453,0.0,-25.274205040475067,0.0,-13.50483690496834,0.0,0.0,0.0,-16.34431177764834,0.0,24.834802120679818,0.0,0.0,0.0,0.0,-11.172191348378592,7.271768326107127
20180126,20.525927180179387,0.0,0.0,0.0,-10.691033506745212,0.0,-26.14756142680828,0.0,-14.481507947382092,0.0,0.0,0.0,-18.379227132410712,0.0,25.384244005930125,0.0,0.0,0.0,0.0,-2.576703650507057,1.3649608663165707
20180129,20.453086255612185,0.0,0.0,0.0,-12.298881353711286,0.0,-26.937491762382034,0.0,-15.337252108608137,0.0,0.0,0.0,-20.121421180237903,0.0,25.967626424564216,0.0,0.0,0.0,0.0,-8.74389993180311,5.643262056920841
20180130,20.434728807008053,0.0,0.0,0.0,-13.734533536951608,0.0,-27.775454961289732,0.0,-8.629364238038587,0.0,0.0,0.0,-22.37344164953932,0.0,16.309425327924338,0.0,0.0,0.0,0.0,-0.543491332634233,9.478608196536337
