,A.DCE,AD.SHF,AG.SHF,AL.SHF,AO.SHF,AP.ZCE,AU.SHF,B.DCE,BU.SHF,BZ.DCE,C.DCE,CF.ZCE,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.ZCE,FU.SHF,HC.SHF,I.DCE,J.DCE,JD.DCE,JM.DCE,L.DCE,LH.DCE,LU.INE,M.DCE,MA.ZCE,NI.SHF,OI.ZCE,P.DCE,PB.SHF,PF.ZCE,PG.DCE,PL.ZCE,PP.DCE,PX.ZCE,RB.SHF,RM.ZCE,RU.SHF,SA.ZCE,SC.INE,SF.ZCE,SH.ZCE,SM.ZCE,SN.SHF,SP.SHF,SR.ZCE,SS.SHF,TA.ZCE,UR.ZCE,V.DCE,Y.DCE,ZN.SHF
20180102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20180103,-64.03840004185035,0.0,-10.642710971615486,-3.6695535995630184,0.0,0.0,-27.851877663734985,30.772081356948313,-3.0893513475523813,0.0,20.51946292371295,10.480183040383602,33.217879108531385,-5.455743245829252,0.0,0.0,-10.7880406866461,0.0,-1.2379330061170175,-4.880007943849811,-2.63475679680362,6.092456717524849,20.697282913882155,-6.788604827428842,0.0,0.0,-84.70712193822251,-3.196304989265707,-2.7733114808459365,-7.980737279750871,6.0392149471318115,-6.195826799024009,0.0,0.0,0.0,-4.125946704797077,0.0,-1.2130587250024958,-35.003865698808475,-4.734228681554289,0.0,0.0,25.115555765463725,0.0,8.254046616026502,8.89080318701927,0.0,15.11785767016653,0.0,6.487067273682664,0.0,-4.626969591370885,6.0859418036084625,-3.8764276387335883
20180104,-62.451004765230664,0.0,-10.900845095385604,-3.729166491614582,0.0,0.0,-17.137183343507076,-10.064639097928653,0.969401190119443,0.0,15.1900885449871,-3.1352380836093334,10.121080877973805,-3.880365607581004,0.0,0.0,-7.625531504880659,0.0,-1.5196147881495619,-5.826807331702854,-2.151415205739788,7.478854048631181,23.756765210009227,-7.54339954784596,0.0,0.0,-61.768708064991586,-3.9194194396005817,-4.014230487943467,-9.452951142196227,7.377328398714304,-7.909427689162489,0.0,0.0,0.0,-4.857426442838347,0.0,-1.4893170938175668,-28.576135413565595,-4.572334243244337,0.0,0.0,30.55070078419266,0.0,8.97287258978427,10.184082071463193,0.0,16.202624100568862,0.0,6.582979763526539,0.0,-5.679433528400676,7.448810921877333,-1.3136117124264248
20180105,-55.26259401166243,0.0,-11.918856869567689,-4.6763685595047555,0.0,0.0,-14.306714558039678,13.803283495039473,2.577569916159574,0.0,14.266272395571987,3.273071377175638,10.307011760870017,-2.6796210728707033,0.0,0.0,-6.980101773099963,0.0,-1.7114623766924746,-6.343444670962312,-1.8797843875848173,8.70760972025553,19.282194861648048,-1.06416298345548,0.0,0.0,-57.62068783451197,-4.316861081169572,-4.30239470383187,-10.493028097803652,8.246372893526665,-8.229421696863898,0.0,0.0,0.0,-0.5176646595761348,0.0,-1.709438209958067,-25.662463256231355,-0.5562861974836015,0.0,0.0,30.18785221306844,0.0,9.841884762345227,12.887165756657865,0.0,16.505742617073736,0.0,6.908822066878038,0.0,-6.312886562489658,8.14406038582861,-0.5263403005727137
20180108,-53.20905392707052,0.0,-13.100208885986003,-4.637878420284247,0.0,20.788081186482454,-13.42548285496978,25.2878014011117,3.4868371379084477,0.0,12.221481749727445,-2.5177239216145972,4.287685451669253,-3.087137190918187,0.0,0.0,-5.76886014180096,0.0,-1.8943271827694816,-6.341194313700763,-1.8202910786468853,3.1002768837647383,16.901599558766435,2.31688452532688,0.0,0.0,-50.721811716925096,-1.3298647574344071,-4.009053079821373,-10.113291935988915,8.1711482274136,-13.73185372370811,0.0,0.0,0.0,1.8779779207547196,0.0,-1.9115286465153432,-23.654813959140668,1.6867742024925096,0.0,0.0,28.39408880473276,0.0,10.028045536268024,9.481757442684453,0.0,17.01657024489652,0.0,7.321594259734223,0.0,-6.82181866229181,7.912115855396915,-0.04780612413168939
20180109,-45.84228765524629,0.0,-14.27272787366856,-3.716398995405545,0.0,10.711219884182254,-13.299150363704966,29.21478185747256,4.18875468417761,0.0,11.299288096085096,2.765304439032762,5.593013974753273,-2.1462727271175073,0.0,0.0,-5.158586569555154,0.0,-2.0771046708694936,-6.554591109193769,-1.7926099113015854,-0.3711018317374964,15.224492999509913,4.395151760212674,0.0,0.0,-46.49863598893136,0.4439291978423763,-3.3734384784248945,-10.164000010300553,8.27048422039964,-12.02299060628028,0.0,0.0,0.0,3.3583244644512105,0.0,-2.107853463599197,-21.735312986958654,3.208933976970233,0.0,0.0,26.313011874246627,0.0,10.089727263910843,8.469303320359323,0.0,17.92223706297538,0.0,7.728857426643346,0.0,-7.063458473980994,8.006953878208268,-0.3242794258292543
20180110,-41.17364632157561,0.0,-14.04073571918998,-2.6314533527229984,0.0,3.865974469362778,-13.228944529375607,24.33407936006082,4.658223089446546,0.0,10.926650915175188,6.4535451561362285,1.6318699664813436,-2.285288161342554,0.0,0.0,-4.854010436536203,0.0,-2.252112073003116,-6.762930817130851,-1.7345588676501045,2.2386163621642696,13.439950500786608,5.770584243764088,0.0,0.0,-43.00141445744144,1.6659925534381608,-2.7427147654626727,-10.365155027917913,8.327987751124603,-10.574380276463883,0.0,0.0,0.0,4.431024195369874,0.0,1.2261299814881008,-20.640237972420113,0.3988533956174612,0.0,0.0,25.356658480584127,0.0,10.382685076620938,4.117541093328299,0.0,18.573612452999104,0.0,7.95254357113107,0.0,-7.243146047509635,8.2559294420666,-0.3494151952089785
20180111,-35.33506584815213,0.0,-13.911953101960613,-0.8933255122740397,0.0,-0.776420367586065,-13.349099844573008,20.82968084671029,5.007634724731116,0.0,5.795131663812959,9.309465071741108,-1.202633620761215,-1.9847241555378103,0.0,0.0,-2.6910800904467544,0.0,-2.4223571094240905,-7.004799399110773,0.2613643765593563,-0.7868870105317154,12.30969802820681,1.8994676784761337,0.0,0.0,-39.38427644360937,2.5779054066148728,-2.240690608363347,-10.596579213124404,8.515324763340741,-10.028626449030373,0.0,0.0,0.0,5.312277175768206,0.0,3.6867969972215966,-19.643251368878495,2.107937721708135,0.0,0.0,24.913077862919675,0.0,10.654345026046602,3.42746235341712,0.0,19.40783487054568,0.0,3.816877992399253,0.0,-7.463346306742278,8.549337944251205,-0.2468708632721641
20180112,-23.510546490411983,0.0,-14.006007463698825,0.10054143600590597,0.0,-4.067035471253068,-13.627810582477894,18.422287434034335,5.331990025867725,0.0,6.979317663328905,11.007875319943539,1.4296375262795262,-1.2995700211302592,0.0,0.0,-1.077058160388637,0.0,-2.5413258894496975,-7.028861020552156,1.7539296701185245,-3.0963977442016595,11.23720841701796,-1.0061833636177477,0.0,0.0,-25.635350210955433,3.229683061629597,-2.0497123206947405,-5.771869845295813,8.51296204891838,-10.762637545038332,0.0,0.0,0.0,6.070763999861451,0.0,5.380478972126514,-18.54736645390183,3.35825547624907,0.0,0.0,24.78698903026239,0.0,10.296490838968124,-0.10261248441720279,0.0,20.349353753727218,0.0,0.9509113067554026,0.0,-3.978414094284552,8.724311016706771,1.487247966824885
20180115,-14.929814795179972,0.0,-13.37253219106607,-1.8497484139031153,0.0,-6.64836514681952,-14.024587358901192,16.774929762986126,5.507462845159121,0.0,7.991913463750282,11.40986747790918,3.464404405632637,-1.110122685588799,0.0,0.0,-1.8324909185208433,0.0,-2.666895999683669,-7.065251451860367,2.8884941013872916,-4.942952728119218,10.453504365446966,-3.1122610094729337,0.0,0.0,-16.52266519897884,1.3074827980834414,-2.004002297154628,-2.11244195839058,8.62083996727425,-12.655142247587783,0.0,0.0,0.0,6.675519698165894,0.0,6.766832728159509,-17.266235508457182,4.286216162799066,0.0,0.0,24.944496032493365,0.0,7.514535430177808,-1.5355316202543527,0.0,20.574046268544432,0.0,-1.2514478073690933,0.0,-4.890166314708281,8.974993864614518,1.932892140239623
